id,label,freq,threshold,tp,fn,fp,precision,recall,f2
0,agriculture,0.31,0.33000001311302185,1200,71,407,0.7467330429371499,0.9441384736428009,0.8339124391938847
0,agriculture,0.31,0.3400000035762787,1198,73,401,0.7492182614133833,0.9425649095200629,0.8348432055749129
0,agriculture,0.31,0.3499999940395355,1194,77,393,0.7523629489603024,0.939417781274587,0.8355493351994402
0,agriculture,0.31,0.36000001430511475,1194,77,385,0.7561747941735275,0.939417781274587,0.8378947368421052
0,agriculture,0.31,0.3700000047683716,1187,84,375,0.7599231754161332,0.933910306845004,0.8379809389339923
0,agriculture,0.31,0.3799999952316284,1186,85,363,0.7656552614590059,0.9331235247836349,0.8411347517730496
0,agriculture,0.31,0.38999998569488525,1182,89,350,0.7715404699738904,0.9299763965381589,0.8433820906171958
0,agriculture,0.31,0.4000000059604645,1181,90,343,0.7749343832020997,0.9291896144767899,0.8450805008944544
0,agriculture,0.31,0.4099999964237213,1179,92,334,0.7792465300727033,0.9276160503540519,0.8469827586206896
0,agriculture,0.31,0.41999998688697815,1176,95,330,0.7808764940239044,0.925255704169945,0.8469571480014404
0,agriculture,0.31,0.4300000071525574,1172,99,325,0.7828991315965264,0.9221085759244689,0.846820809248555
0,agriculture,0.31,0.4399999976158142,1168,103,316,0.7870619946091644,0.9189614476789929,0.847912885662432
0,agriculture,0.31,0.44999998807907104,1165,106,310,0.7898305084745763,0.9166011014948859,0.8485069191551348
0,agriculture,0.31,0.46000000834465027,1162,109,305,0.7920927062031357,0.9142407553107789,0.8487947406866326
0,agriculture,0.31,0.4699999988079071,1153,118,299,0.7940771349862259,0.9071597167584579,0.8468600807932427
0,agriculture,0.31,0.47999998927116394,1146,125,295,0.7952810548230396,0.9016522423288749,0.8451327433628318
0,agriculture,0.31,0.49000000953674316,1141,130,290,0.7973445143256463,0.8977183320220299,0.844559585492228
0,agriculture,0.31,0.5,1140,131,286,0.7994389901823282,0.8969315499606609,0.8453837597330367
0,agriculture,0.31,0.5099999904632568,1137,134,282,0.8012684989429175,0.8945712037765539,0.8453531598513011
0,agriculture,0.31,0.5199999809265137,1136,135,275,0.8051027639971652,0.8937844217151849,0.8471290082028337
0,agriculture,0.31,0.5299999713897705,1133,138,271,0.8069800569800569,0.8914240755310779,0.8471028037383178
0,agriculture,0.31,0.5400000214576721,1128,143,265,0.8097631012203876,0.8874901652242329,0.8468468468468469
0,agriculture,0.31,0.550000011920929,1126,145,257,0.8141720896601591,0.8859166011014948,0.8485305199698568
0,agriculture,0.31,0.5600000023841858,1121,150,254,0.8152727272727273,0.8819826907946499,0.8473167044595616
0,agriculture,0.31,0.5699999928474426,1118,153,249,0.8178493050475494,0.8796223446105429,0.8476118271417741
0,agriculture,0.31,0.5799999833106995,1117,154,246,0.8195157740278797,0.8788355625491738,0.8481397114654518
0,agriculture,0.31,0.5899999737739563,1114,157,239,0.8233555062823356,0.8764752163650669,0.8490853658536586
0,agriculture,0.31,0.6000000238418579,1107,164,234,0.825503355704698,0.8709677419354839,0.8476263399693721
0,agriculture,0.31,0.6100000143051147,1100,171,226,0.8295625942684767,0.8654602675059009,0.8471313053523296
0,agriculture,0.31,0.6200000047683716,1093,178,221,0.8318112633181126,0.8599527930763179,0.8456479690522244
0,agriculture,0.31,0.6299999952316284,1085,186,212,0.8365458750963762,0.8536585365853658,0.8450155763239875
0,agriculture,0.31,0.6399999856948853,1080,191,207,0.8391608391608392,0.8497246262785209,0.8444096950742768
0,agriculture,0.31,0.6499999761581421,1075,196,201,0.8424764890282131,0.8457907159716759,0.8441303494307028
0,agriculture,0.31,0.6600000262260437,1069,202,197,0.844391785150079,0.8410700236034618,0.8427276310603075
0,agriculture,0.31,0.6700000166893005,1060,211,190,0.848,0.8339889850511408,0.8409361364537882
0,agriculture,0.31,0.6800000071525574,1055,216,183,0.8521809369951535,0.8300550747442959,0.8409724990035871
0,agriculture,0.31,0.6899999976158142,1049,222,176,0.856326530612245,0.8253343823760818,0.8405448717948718
0,agriculture,0.31,0.699999988079071,1043,228,174,0.857025472473295,0.8206136900078678,0.8384244372990354
0,agriculture,0.31,0.7099999785423279,1030,241,165,0.8619246861924686,0.8103855232100708,0.8353609083536091
0,agriculture,0.31,0.7200000286102295,1021,250,158,0.8659881255301103,0.8033044846577498,0.833469387755102
0,agriculture,0.31,0.7300000190734863,1014,257,151,0.8703862660944206,0.7977970102281668,0.8325123152709359
0,agriculture,0.31,0.7400000095367432,1008,263,143,0.8757602085143353,0.7930763178599528,0.8323699421965318
0,agriculture,0.31,0.75,995,276,135,0.8805309734513275,0.7828481510621558,0.8288213244481466
0,agriculture,0.31,0.7599999904632568,986,285,129,0.884304932735426,0.7757671125098348,0.826487845766974
0,agriculture,0.31,0.7699999809265137,977,294,122,0.8889899909008189,0.7686860739575138,0.8244725738396624
0,agriculture,0.31,0.7799999713897705,961,310,116,0.8922934076137419,0.7560975609756098,0.8185689948892675
0,agriculture,0.31,0.7900000214576721,951,320,112,0.8946378174976481,0.7482297403619197,0.8149100257069408
0,agriculture,0.31,0.800000011920929,944,327,107,0.8981921979067554,0.7427222659323367,0.8130921619293713
0,agriculture,0.31,0.8100000023841858,935,336,104,0.8999037536092397,0.7356412273800157,0.8095238095238095
0,agriculture,0.31,0.8199999928474426,925,346,101,0.9015594541910331,0.7277734067663257,0.805398345668263
0,agriculture,0.31,0.8299999833106995,917,354,98,0.903448275862069,0.7214791502753737,0.8022747156605424
0,agriculture,0.31,0.8399999737739563,904,367,89,0.9103726082578046,0.7112509834775768,0.7985865724381626
0,agriculture,0.31,0.8500000238418579,887,384,83,0.9144329896907216,0.6978756884343037,0.7916108879964302
0,agriculture,0.31,0.8600000143051147,878,393,77,0.9193717277486911,0.6907946498819827,0.788858939802336
0,agriculture,0.31,0.8700000047683716,871,400,67,0.9285714285714286,0.6852871754523997,0.7885921231326392
0,agriculture,0.31,0.8799999952316284,856,415,61,0.9334787350054525,0.6734854445318647,0.7824497257769653
0,agriculture,0.31,0.8899999856948853,840,431,54,0.9395973154362416,0.6608969315499607,0.7759815242494227
0,agriculture,0.31,0.8999999761581421,810,461,49,0.9429569266589057,0.6372934697088907,0.7605633802816901
0,agriculture,0.31,0.9100000262260437,788,483,41,0.9505428226779252,0.6199842643587726,0.7504761904761905
0,agriculture,0.31,0.9200000166893005,761,510,38,0.9524405506883604,0.5987411487018096,0.7352657004830918
0,agriculture,0.31,0.9300000071525574,734,537,31,0.9594771241830066,0.5774980330448466,0.7210216110019646
0,agriculture,0.31,0.9399999976158142,701,570,25,0.9655647382920111,0.5515342250196695,0.7020530796194292
0,agriculture,0.31,0.949999988079071,668,603,23,0.9667149059334298,0.5255704169944925,0.6809378185524975
0,agriculture,0.31,0.9599999785423279,627,644,15,0.9766355140186916,0.49331235247836347,0.6555148980658652
0,agriculture,0.31,0.9700000286102295,543,728,12,0.9783783783783784,0.42722265932336745,0.5947426067907996
0,agriculture,0.31,0.9800000190734863,439,832,5,0.9887387387387387,0.34539732494099135,0.5119533527696793
0,agriculture,0.31,0.9900000095367432,300,971,3,0.9900990099009901,0.23603461841070023,0.3811944091486658
0,agriculture,0.31,1.0,0,1271,0,0.0,0.0,0.0
1,artisinal_mine,0.01,0.0,37,0,4011,0.009140316205533596,1.0,0.018115055079559364
1,artisinal_mine,0.01,0.009999999776482582,35,2,138,0.2023121387283237,0.9459459459459459,0.3333333333333333
1,artisinal_mine,0.01,0.019999999552965164,34,3,67,0.33663366336633666,0.918918918918919,0.4927536231884058
1,artisinal_mine,0.01,0.029999999329447746,32,5,42,0.43243243243243246,0.8648648648648649,0.5765765765765766
1,artisinal_mine,0.01,0.03999999910593033,32,5,30,0.5161290322580645,0.8648648648648649,0.6464646464646465
1,artisinal_mine,0.01,0.05000000074505806,32,5,25,0.5614035087719298,0.8648648648648649,0.6808510638297872
1,artisinal_mine,0.01,0.05999999865889549,32,5,22,0.5925925925925926,0.8648648648648649,0.7032967032967034
1,artisinal_mine,0.01,0.07000000029802322,32,5,18,0.64,0.8648648648648649,0.735632183908046
1,artisinal_mine,0.01,0.07999999821186066,32,5,14,0.6956521739130435,0.8648648648648649,0.7710843373493976
1,artisinal_mine,0.01,0.09000000357627869,32,5,14,0.6956521739130435,0.8648648648648649,0.7710843373493976
1,artisinal_mine,0.01,0.10000000149011612,32,5,12,0.7272727272727273,0.8648648648648649,0.7901234567901234
1,artisinal_mine,0.01,0.10999999940395355,32,5,12,0.7272727272727273,0.8648648648648649,0.7901234567901234
1,artisinal_mine,0.01,0.11999999731779099,32,5,12,0.7272727272727273,0.8648648648648649,0.7901234567901234
1,artisinal_mine,0.01,0.12999999523162842,32,5,12,0.7272727272727273,0.8648648648648649,0.7901234567901234
1,artisinal_mine,0.01,0.14000000059604645,32,5,9,0.7804878048780488,0.8648648648648649,0.8205128205128205
1,artisinal_mine,0.01,0.15000000596046448,31,6,9,0.775,0.8378378378378378,0.8051948051948052
1,artisinal_mine,0.01,0.1599999964237213,31,6,9,0.775,0.8378378378378378,0.8051948051948052
1,artisinal_mine,0.01,0.17000000178813934,31,6,9,0.775,0.8378378378378378,0.8051948051948052
1,artisinal_mine,0.01,0.18000000715255737,31,6,9,0.775,0.8378378378378378,0.8051948051948052
1,artisinal_mine,0.01,0.1899999976158142,31,6,8,0.7948717948717948,0.8378378378378378,0.8157894736842105
1,artisinal_mine,0.01,0.20000000298023224,31,6,6,0.8378378378378378,0.8378378378378378,0.8378378378378378
1,artisinal_mine,0.01,0.20999999344348907,31,6,6,0.8378378378378378,0.8378378378378378,0.8378378378378378
1,artisinal_mine,0.01,0.2199999988079071,31,6,6,0.8378378378378378,0.8378378378378378,0.8378378378378378
1,artisinal_mine,0.01,0.23000000417232513,30,7,6,0.8333333333333334,0.8108108108108109,0.821917808219178
1,artisinal_mine,0.01,0.23999999463558197,29,8,5,0.8529411764705882,0.7837837837837838,0.8169014084507042
1,artisinal_mine,0.01,0.25,29,8,5,0.8529411764705882,0.7837837837837838,0.8169014084507042
1,artisinal_mine,0.01,0.25999999046325684,29,8,5,0.8529411764705882,0.7837837837837838,0.8169014084507042
1,artisinal_mine,0.01,0.27000001072883606,29,8,5,0.8529411764705882,0.7837837837837838,0.8169014084507042
1,artisinal_mine,0.01,0.2800000011920929,29,8,4,0.8787878787878788,0.7837837837837838,0.8285714285714286
1,artisinal_mine,0.01,0.28999999165534973,29,8,4,0.8787878787878788,0.7837837837837838,0.8285714285714286
1,artisinal_mine,0.01,0.30000001192092896,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3100000023841858,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3199999928474426,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.33000001311302185,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3400000035762787,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3499999940395355,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.36000001430511475,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3700000047683716,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.3799999952316284,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.38999998569488525,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.4000000059604645,28,9,3,0.9032258064516129,0.7567567567567568,0.8235294117647058
1,artisinal_mine,0.01,0.4099999964237213,27,10,3,0.9,0.7297297297297297,0.8059701492537313
1,artisinal_mine,0.01,0.41999998688697815,27,10,2,0.9310344827586207,0.7297297297297297,0.8181818181818182
1,artisinal_mine,0.01,0.4300000071525574,27,10,2,0.9310344827586207,0.7297297297297297,0.8181818181818182
1,artisinal_mine,0.01,0.4399999976158142,27,10,2,0.9310344827586207,0.7297297297297297,0.8181818181818182
1,artisinal_mine,0.01,0.44999998807907104,27,10,2,0.9310344827586207,0.7297297297297297,0.8181818181818182
1,artisinal_mine,0.01,0.46000000834465027,26,11,2,0.9285714285714286,0.7027027027027027,0.8
1,artisinal_mine,0.01,0.4699999988079071,26,11,2,0.9285714285714286,0.7027027027027027,0.8
1,artisinal_mine,0.01,0.47999998927116394,26,11,2,0.9285714285714286,0.7027027027027027,0.8
1,artisinal_mine,0.01,0.49000000953674316,26,11,2,0.9285714285714286,0.7027027027027027,0.8
1,artisinal_mine,0.01,0.5,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5099999904632568,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5199999809265137,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5299999713897705,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5400000214576721,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.550000011920929,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5600000023841858,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5699999928474426,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5799999833106995,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.5899999737739563,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.6000000238418579,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.6100000143051147,25,12,2,0.9259259259259259,0.6756756756756757,0.78125
1,artisinal_mine,0.01,0.6200000047683716,25,12,1,0.9615384615384616,0.6756756756756757,0.7936507936507936
1,artisinal_mine,0.01,0.6299999952316284,24,13,1,0.96,0.6486486486486487,0.7741935483870968
1,artisinal_mine,0.01,0.6399999856948853,24,13,1,0.96,0.6486486486486487,0.7741935483870968
1,artisinal_mine,0.01,0.6499999761581421,24,13,1,0.96,0.6486486486486487,0.7741935483870968
1,artisinal_mine,0.01,0.6600000262260437,23,14,1,0.9583333333333334,0.6216216216216216,0.7540983606557377
1,artisinal_mine,0.01,0.6700000166893005,23,14,1,0.9583333333333334,0.6216216216216216,0.7540983606557377
1,artisinal_mine,0.01,0.6800000071525574,22,15,1,0.9565217391304348,0.5945945945945946,0.7333333333333333
1,artisinal_mine,0.01,0.6899999976158142,22,15,1,0.9565217391304348,0.5945945945945946,0.7333333333333333
1,artisinal_mine,0.01,0.699999988079071,22,15,1,0.9565217391304348,0.5945945945945946,0.7333333333333333
1,artisinal_mine,0.01,0.7099999785423279,21,16,1,0.9545454545454546,0.5675675675675675,0.711864406779661
1,artisinal_mine,0.01,0.7200000286102295,21,16,1,0.9545454545454546,0.5675675675675675,0.711864406779661
1,artisinal_mine,0.01,0.7300000190734863,20,17,1,0.9523809523809523,0.5405405405405406,0.6896551724137931
1,artisinal_mine,0.01,0.7400000095367432,19,18,1,0.95,0.5135135135135135,0.6666666666666666
1,artisinal_mine,0.01,0.75,19,18,1,0.95,0.5135135135135135,0.6666666666666666
1,artisinal_mine,0.01,0.7599999904632568,18,19,1,0.9473684210526315,0.4864864864864865,0.6428571428571429
1,artisinal_mine,0.01,0.7699999809265137,17,20,0,1.0,0.4594594594594595,0.6296296296296297
1,artisinal_mine,0.01,0.7799999713897705,16,21,0,1.0,0.43243243243243246,0.6037735849056604
1,artisinal_mine,0.01,0.7900000214576721,15,22,0,1.0,0.40540540540540543,0.5769230769230769
1,artisinal_mine,0.01,0.800000011920929,15,22,0,1.0,0.40540540540540543,0.5769230769230769
1,artisinal_mine,0.01,0.8100000023841858,15,22,0,1.0,0.40540540540540543,0.5769230769230769
1,artisinal_mine,0.01,0.8199999928474426,13,24,0,1.0,0.35135135135135137,0.52
1,artisinal_mine,0.01,0.8299999833106995,13,24,0,1.0,0.35135135135135137,0.52
1,artisinal_mine,0.01,0.8399999737739563,13,24,0,1.0,0.35135135135135137,0.52
1,artisinal_mine,0.01,0.8500000238418579,13,24,0,1.0,0.35135135135135137,0.52
1,artisinal_mine,0.01,0.8600000143051147,13,24,0,1.0,0.35135135135135137,0.52
1,artisinal_mine,0.01,0.8700000047683716,11,26,0,1.0,0.2972972972972973,0.4583333333333333
1,artisinal_mine,0.01,0.8799999952316284,11,26,0,1.0,0.2972972972972973,0.4583333333333333
1,artisinal_mine,0.01,0.8899999856948853,9,28,0,1.0,0.24324324324324326,0.391304347826087
1,artisinal_mine,0.01,0.8999999761581421,9,28,0,1.0,0.24324324324324326,0.391304347826087
1,artisinal_mine,0.01,0.9100000262260437,8,29,0,1.0,0.21621621621621623,0.35555555555555557
1,artisinal_mine,0.01,0.9200000166893005,8,29,0,1.0,0.21621621621621623,0.35555555555555557
1,artisinal_mine,0.01,0.9300000071525574,7,30,0,1.0,0.1891891891891892,0.3181818181818182
1,artisinal_mine,0.01,0.9399999976158142,7,30,0,1.0,0.1891891891891892,0.3181818181818182
1,artisinal_mine,0.01,0.949999988079071,6,31,0,1.0,0.16216216216216217,0.27906976744186046
1,artisinal_mine,0.01,0.9599999785423279,6,31,0,1.0,0.16216216216216217,0.27906976744186046
1,artisinal_mine,0.01,0.9700000286102295,6,31,0,1.0,0.16216216216216217,0.27906976744186046
1,artisinal_mine,0.01,0.9800000190734863,5,32,0,1.0,0.13513513513513514,0.23809523809523808
1,artisinal_mine,0.01,0.9900000095367432,2,35,0,1.0,0.05405405405405406,0.10256410256410256
1,artisinal_mine,0.01,1.0,0,37,0,0.0,0.0,0.0
2,bare_ground,0.02,0.0,85,0,3963,0.02099802371541502,1.0,0.04113234938301476
2,bare_ground,0.02,0.009999999776482582,82,3,1077,0.07075064710957722,0.9647058823529412,0.13183279742765272
2,bare_ground,0.02,0.019999999552965164,65,20,548,0.10603588907014681,0.7647058823529411,0.18624641833810887
2,bare_ground,0.02,0.029999999329447746,59,26,379,0.13470319634703196,0.6941176470588235,0.22562141491395793
2,bare_ground,0.02,0.03999999910593033,53,32,302,0.14929577464788732,0.6235294117647059,0.2409090909090909
2,bare_ground,0.02,0.05000000074505806,50,35,246,0.16891891891891891,0.5882352941176471,0.26246719160104987
2,bare_ground,0.02,0.05999999865889549,44,41,201,0.17959183673469387,0.5176470588235295,0.26666666666666666
2,bare_ground,0.02,0.07000000029802322,42,43,174,0.19444444444444445,0.49411764705882355,0.27906976744186046
2,bare_ground,0.02,0.07999999821186066,42,43,157,0.21105527638190955,0.49411764705882355,0.29577464788732394
2,bare_ground,0.02,0.09000000357627869,38,47,138,0.2159090909090909,0.4470588235294118,0.29118773946360155
2,bare_ground,0.02,0.10000000149011612,35,50,117,0.23026315789473684,0.4117647058823529,0.29535864978902954
2,bare_ground,0.02,0.10999999940395355,34,51,111,0.23448275862068965,0.4,0.2956521739130435
2,bare_ground,0.02,0.11999999731779099,33,52,101,0.2462686567164179,0.38823529411764707,0.3013698630136986
2,bare_ground,0.02,0.12999999523162842,32,53,93,0.256,0.3764705882352941,0.3047619047619048
2,bare_ground,0.02,0.14000000059604645,29,56,86,0.25217391304347825,0.3411764705882353,0.29
2,bare_ground,0.02,0.15000000596046448,27,58,77,0.25961538461538464,0.3176470588235294,0.2857142857142857
2,bare_ground,0.02,0.1599999964237213,26,59,73,0.26262626262626265,0.3058823529411765,0.2826086956521739
2,bare_ground,0.02,0.17000000178813934,25,60,64,0.2808988764044944,0.29411764705882354,0.28735632183908044
2,bare_ground,0.02,0.18000000715255737,25,60,64,0.2808988764044944,0.29411764705882354,0.28735632183908044
2,bare_ground,0.02,0.1899999976158142,22,63,62,0.2619047619047619,0.25882352941176473,0.2603550295857988
2,bare_ground,0.02,0.20000000298023224,22,63,55,0.2857142857142857,0.25882352941176473,0.2716049382716049
2,bare_ground,0.02,0.20999999344348907,21,64,48,0.30434782608695654,0.24705882352941178,0.2727272727272727
2,bare_ground,0.02,0.2199999988079071,21,64,43,0.328125,0.24705882352941178,0.28187919463087246
2,bare_ground,0.02,0.23000000417232513,20,65,42,0.3225806451612903,0.23529411764705882,0.272108843537415
2,bare_ground,0.02,0.23999999463558197,20,65,37,0.3508771929824561,0.23529411764705882,0.28169014084507044
2,bare_ground,0.02,0.25,20,65,36,0.35714285714285715,0.23529411764705882,0.28368794326241137
2,bare_ground,0.02,0.25999999046325684,20,65,34,0.37037037037037035,0.23529411764705882,0.28776978417266186
2,bare_ground,0.02,0.27000001072883606,20,65,32,0.38461538461538464,0.23529411764705882,0.291970802919708
2,bare_ground,0.02,0.2800000011920929,19,66,29,0.3958333333333333,0.2235294117647059,0.2857142857142857
2,bare_ground,0.02,0.28999999165534973,18,67,26,0.4090909090909091,0.21176470588235294,0.27906976744186046
2,bare_ground,0.02,0.30000001192092896,18,67,23,0.43902439024390244,0.21176470588235294,0.2857142857142857
2,bare_ground,0.02,0.3100000023841858,18,67,21,0.46153846153846156,0.21176470588235294,0.2903225806451613
2,bare_ground,0.02,0.3199999928474426,18,67,19,0.4864864864864865,0.21176470588235294,0.29508196721311475
2,bare_ground,0.02,0.33000001311302185,18,67,18,0.5,0.21176470588235294,0.2975206611570248
2,bare_ground,0.02,0.3400000035762787,18,67,15,0.5454545454545454,0.21176470588235294,0.3050847457627119
2,bare_ground,0.02,0.3499999940395355,18,67,12,0.6,0.21176470588235294,0.3130434782608696
2,bare_ground,0.02,0.36000001430511475,17,68,12,0.5862068965517241,0.2,0.2982456140350877
2,bare_ground,0.02,0.3700000047683716,17,68,12,0.5862068965517241,0.2,0.2982456140350877
2,bare_ground,0.02,0.3799999952316284,15,70,12,0.5555555555555556,0.17647058823529413,0.26785714285714285
2,bare_ground,0.02,0.38999998569488525,15,70,12,0.5555555555555556,0.17647058823529413,0.26785714285714285
2,bare_ground,0.02,0.4000000059604645,14,71,10,0.5833333333333334,0.16470588235294117,0.25688073394495414
2,bare_ground,0.02,0.4099999964237213,14,71,7,0.6666666666666666,0.16470588235294117,0.2641509433962264
2,bare_ground,0.02,0.41999998688697815,14,71,7,0.6666666666666666,0.16470588235294117,0.2641509433962264
2,bare_ground,0.02,0.4300000071525574,12,73,6,0.6666666666666666,0.1411764705882353,0.23300970873786409
2,bare_ground,0.02,0.4399999976158142,12,73,6,0.6666666666666666,0.1411764705882353,0.23300970873786409
2,bare_ground,0.02,0.44999998807907104,11,74,6,0.6470588235294118,0.12941176470588237,0.21568627450980393
2,bare_ground,0.02,0.46000000834465027,11,74,6,0.6470588235294118,0.12941176470588237,0.21568627450980393
2,bare_ground,0.02,0.4699999988079071,11,74,4,0.7333333333333333,0.12941176470588237,0.22
2,bare_ground,0.02,0.47999998927116394,10,75,4,0.7142857142857143,0.11764705882352941,0.20202020202020202
2,bare_ground,0.02,0.49000000953674316,10,75,3,0.7692307692307693,0.11764705882352941,0.20408163265306123
2,bare_ground,0.02,0.5,10,75,3,0.7692307692307693,0.11764705882352941,0.20408163265306123
2,bare_ground,0.02,0.5099999904632568,10,75,3,0.7692307692307693,0.11764705882352941,0.20408163265306123
2,bare_ground,0.02,0.5199999809265137,10,75,3,0.7692307692307693,0.11764705882352941,0.20408163265306123
2,bare_ground,0.02,0.5299999713897705,10,75,2,0.8333333333333334,0.11764705882352941,0.20618556701030927
2,bare_ground,0.02,0.5400000214576721,9,76,2,0.8181818181818182,0.10588235294117647,0.1875
2,bare_ground,0.02,0.550000011920929,8,77,2,0.8,0.09411764705882353,0.16842105263157894
2,bare_ground,0.02,0.5600000023841858,8,77,2,0.8,0.09411764705882353,0.16842105263157894
2,bare_ground,0.02,0.5699999928474426,8,77,1,0.8888888888888888,0.09411764705882353,0.1702127659574468
2,bare_ground,0.02,0.5799999833106995,8,77,0,1.0,0.09411764705882353,0.17204301075268819
2,bare_ground,0.02,0.5899999737739563,8,77,0,1.0,0.09411764705882353,0.17204301075268819
2,bare_ground,0.02,0.6000000238418579,7,78,0,1.0,0.08235294117647059,0.15217391304347827
2,bare_ground,0.02,0.6100000143051147,7,78,0,1.0,0.08235294117647059,0.15217391304347827
